reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
EMEAHD33RR001,https://www.harrywinston.com/en/products/harry-winston-emerald-collection/emerald-automatic-33mm-r1/brown-alligator-leather-emeahd33rr001,N/A,Harry Winston,N/A,N/A,Emerald Automatic 33mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,33.3 x 39.3 mm,N/A,N/A,7.5 mm,N/A,N/A,N/A,3,N/A,"silver opaline
sunray satin-brushed finish
18K gold indexes and Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2003,N/A,N/A,N/A,"hours minutes and seconds
date",N/A,N/A
MIDAHM29WW002,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-diamond-drops-automatic-29mm-w1/blue-pearl-alligator-leather-midahm29ww002,N/A,Harry Winston,N/A,N/A,Midnight Diamond Drops Automatic 29mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,29 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"blue
sunray satin-brushed finish
snow setting",N/A,18K white gold,N/A,18K white gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            166 brilliant-cut diamonds (approx. 0.84 carat)1 emerald-cut diamond (approx. 0.02 carat)"
MIDAHM29WW004,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-diamond-drops-automatic-29mm-w1/18k-white-gold-midahm29ww004,N/A,Harry Winston,N/A,N/A,Midnight Diamond Drops Automatic 29mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,29 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"blue
sunray satin-brushed finish
snow setting",N/A,18K white gold,N/A,18K white gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            166 brilliant-cut diamonds (approx. 0.84 carat)1 emerald-cut diamond (approx. 0.02 carat)"
MIDAHM29WW003,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-automatic-29mm-w1/18k-white-gold-midahm29ww003,N/A,Harry Winston,N/A,N/A,Midnight Automatic 29mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,29 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold numeral appliques",N/A,18K white gold,N/A,18K white gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            72 brilliant-cut diamonds (approx. 0.69 carat)1 emerald-cut diamond (approx. 0.02 carat)"
MIDAMP42RR002,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-moon-phase-automatic-42mm-r2/black-alligator-leather-midamp42rr002,N/A,Harry Winston,N/A,N/A,Midnight Moon Phase Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,10.7 mm,N/A,N/A,N/A,3,N/A,"black broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3202,N/A,N/A,N/A,"excentered hours and minutes
retrograde date
moon phase",N/A,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.002 carat)"
MIDASS36WW004,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-winston-with-love-automatic-36mm-w3/red-alligator-leather-midass36ww004,N/A,Harry Winston,N/A,N/A,Midnight Winston With Love Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.7 mm,N/A,N/A,N/A,3,N/A,red beaded mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW2006,N/A,N/A,N/A,"hours and minutes
small seconds",N/A,"Total gem-setting

                            246 brilliant-cut diamonds (approx. 1.12 cts)
1 emerald-cut diamond (approx. 0.02 carat)"
MIDARS39WW001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-retrograde-second-automatic-39mm-w1/blue-pearl-alligator-leather-midars39ww001,N/A,Harry Winston,N/A,N/A,Midnight Retrograde Second Automatic 39mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,39 mm,N/A,N/A,10.6 mm,N/A,N/A,N/A,3,N/A,blue aventurine,N/A,18K white gold,N/A,18K white gold,automatic,HW2101,N/A,N/A,N/A,"hours and minutes
small retrograde seconds",N/A,"Total gem-setting

                            107 brilliant-cut diamonds (approx. 1.02 cts)1 emerald-cut diamond (approx. 0.09 carat)"
MIDAHM29RR001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-automatic-29mm-r1/white-pearl-alligator-leather-midahm29rr001,N/A,Harry Winston,N/A,N/A,Midnight Automatic 29mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,29 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold numeral appliques",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            72 brilliant-cut diamonds (approx. 0.69 carat)1 emerald-cut diamond (approx. 0.02 carat)"
MIDAHM42WW002,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-precious-weaving-automatic-42mm-w1/black-alligator-leather-midahm42ww002,N/A,Harry Winston,N/A,N/A,Midnight Precious Weaving Automatic 42mm,N/A,Limited edition: 50 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,9.1 mm,N/A,N/A,N/A,3,N/A,"mother-of-pearl
silk
18K gold indexes and Emerald applique",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Art of Raden"
MIDQMP39WW004,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-diamond-drops-39mm-w1/blue-alligator-leather-midqmp39ww004,N/A,Harry Winston,N/A,N/A,Midnight Diamond Drops 39mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,39 mm,N/A,N/A,8.6 mm,N/A,N/A,N/A,3,N/A,"blue toned
sunray satin-brushed finish
snow setting
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            305 brilliant-cut diamonds (approx. 1.51 cts)"
MIDAHM29WW001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-automatic-29mm-w1/white-pearl-alligator-leather-midahm29ww001,N/A,Harry Winston,N/A,N/A,Midnight Automatic 29mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,29 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold numeral appliques",N/A,18K white gold,N/A,18K white gold,automatic,HW2010,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            72 brilliant-cut diamonds (approx. 0.69 carat)1 emerald-cut diamond (approx. 0.02 carat)"
MIDAMP42WW004,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-date-moon-phase-automatic-42mm-w2/black-alligator-leather-midamp42ww004,N/A,Harry Winston,N/A,N/A,Midnight Date Moon Phase Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,10.2 mm,N/A,N/A,N/A,3,N/A,"silver toned
sunray satin-brushed finish
18K gold indexes and Emerald applique",N/A,18K white gold,N/A,18K white gold,automatic,HW3203,N/A,N/A,N/A,"excentered hours and minutes
date counter
moon phase",N/A,"Total gem-setting

                            63 brilliant-cut diamonds (approx. 1.15 cts)"
MIDASS36WW005,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-winston-with-love-automatic-36mm-w4/orange-alligator-leather-midass36ww005,N/A,Harry Winston,N/A,N/A,Midnight Winston With Love Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.7 mm,N/A,N/A,N/A,3,N/A,orange beaded mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW2006,N/A,N/A,N/A,"hours and minutes
small seconds",N/A,"Total gem-setting

                            246 brilliant-cut diamonds (approx. 1.12 cts)
1 emerald-cut diamond (approx. 0.02 carat)"
MIDAMP36RR001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-date-moon-phase-automatic-36mm-r1/white-alligator-leather-midamp36rr001,N/A,Harry Winston,N/A,N/A,Midnight Date Moon Phase Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.4 mm,N/A,N/A,N/A,3,N/A,white beaded mother-of-pearl,N/A,18K rose gold,N/A,18K rose gold,automatic,HW3205,N/A,N/A,N/A,"excentered hours and minutes
date counter
moon phase",N/A,"Total gem-setting

                            130 brilliant-cut diamonds (approx. 1 carat)"
MIDAMP42RR001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-moon-phase-automatic-42mm-r1/brown-alligator-leather-midamp42rr001,N/A,Harry Winston,N/A,N/A,Midnight Moon Phase Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,10.7 mm,N/A,N/A,N/A,3,N/A,"silver broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3202,N/A,N/A,N/A,"excentered hours and minutes
retrograde date
moon phase",N/A,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.002 carat)"
MIDQMP39RR004,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-diamond-drops-chocolate-39mm-r1/brown-pearl-alligator-leather-midqmp39rr004,N/A,Harry Winston,N/A,N/A,Midnight Diamond Drops Chocolate 39mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,39 mm,N/A,N/A,8.6 mm,N/A,N/A,N/A,3,N/A,"chocolate brown mother-of-pearl
snow setting
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            305 brilliant-cut diamonds (approx. 1.51 cts)"
MIDAMP42RR003,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-date-moon-phase-automatic-42mm-r1/brown-alligator-leather-midamp42rr003,N/A,Harry Winston,N/A,N/A,Midnight Date Moon Phase Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,10.2 mm,N/A,N/A,N/A,3,N/A,"silver toned
sunray satin-brushed finish
18K gold indexes and Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3203,N/A,N/A,N/A,"excentered hours and minutes
date counter
moon phase",N/A,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.003 carat)"
MIDAMP42WW001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-moon-phase-automatic-42mm-w1/black-alligator-leather-midamp42ww001,N/A,Harry Winston,N/A,N/A,Midnight Moon Phase Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,10.7 mm,N/A,N/A,N/A,3,N/A,"silver broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,automatic,HW3202,N/A,N/A,N/A,"excentered hours and minutes
retrograde date
moon phase",N/A,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.002 carat)"
MIDAHD42WW004,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-automatic-42mm-w1/black-alligator-leather-midahd42ww004,N/A,Harry Winston,N/A,N/A,Midnight Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,8.9 mm,N/A,N/A,N/A,3,N/A,"silver toned
sunray satin-brushed finish
18K gold numerals indexes and Emerald applique",N/A,18K white gold,N/A,18K white gold,automatic,HW2003,N/A,N/A,N/A,"hours minutes and seconds
date",N/A,N/A
MIDASS36WW006,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-winston-with-love-automatic-36mm-w5/purple-alligator-leather-midass36ww006,N/A,Harry Winston,N/A,N/A,Midnight Winston With Love Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.7 mm,N/A,N/A,N/A,3,N/A,purple beaded mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW2006,N/A,N/A,N/A,"hours and minutes
small seconds",N/A,"Total gem-setting

                            246 brilliant-cut diamonds (approx. 1.12 cts)
1 emerald-cut diamond (approx. 0.02 carat)"
MIDAHD42RR002,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-automatic-42mm-r1/brown-alligator-leather-midahd42rr002,N/A,Harry Winston,N/A,N/A,Midnight Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,8.9 mm,N/A,N/A,N/A,3,N/A,"silver toned
sunray satin-brushed finish
18K gold numerals indexes and Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2003,N/A,N/A,N/A,"hours minutes and seconds
date",N/A,N/A
MIDASS36WW007,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-winston-with-love-automatic-36mm-w1/white-pearl-alligator-leather-midass36ww007,N/A,Harry Winston,N/A,N/A,Midnight Winston With Love Automatic 36mm,N/A,Limited edition: 50 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.7 mm,N/A,N/A,N/A,3,N/A,white beaded mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW2006,N/A,N/A,N/A,"hours and minutes
small seconds",N/A,"Total gem-setting

                            153 brilliant-cut diamonds (approx. 1.13 cts)
47 brilliant-cut yellow sapphires (approx. 0.07 carat)
42 brilliant-cut amethysts (approx. 0.04 carat)
37 brilliant-cut rubies (approx. 0.06 carat)
36 brilliant-cut spessartites (approx. 0.06 carat)
1 emerald-cut diamond (approx. 0.02 carat)"
MIDAMP42WW003,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-date-moon-phase-automatic-42mm-w1/black-alligator-leather-midamp42ww003,N/A,Harry Winston,N/A,N/A,Midnight Date Moon Phase Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,10.2 mm,N/A,N/A,N/A,3,N/A,"silver toned
sunray satin-brushed finish
18K gold indexes and Emerald applique",N/A,18K white gold,N/A,18K white gold,automatic,HW3203,N/A,N/A,N/A,"excentered hours and minutes
date counter
moon phase",N/A,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.003 carat)"
MIDAHM36WW001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-diamond-stalactites-automatic-36mm-w1/white-satin-midahm36ww001,N/A,Harry Winston,N/A,N/A,Midnight Diamond Stalactites Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.7 mm,N/A,N/A,N/A,3,N/A,"white beaded mother-of-pearl
stalactites decor",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            125 brilliant-cut diamonds (approx. 1.07 cts)96 brilliant-cut pink sapphires (approx. 0.46 carat)24 brilliant-cut rubies (approx. 0.14 carat)"
MIDAMP36WW001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-date-moon-phase-automatic-36mm-w1/white-alligator-leather-midamp36ww001,N/A,Harry Winston,N/A,N/A,Midnight Date Moon Phase Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.4 mm,N/A,N/A,N/A,3,N/A,white beaded mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW3205,N/A,N/A,N/A,"excentered hours and minutes
date counter
moon phase",N/A,"Total gem-setting

                            130 brilliant-cut diamonds (approx. 1 carat)"
MIDAMP42WW002,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-moon-phase-automatic-42mm-w2/black-alligator-leather-midamp42ww002,N/A,Harry Winston,N/A,N/A,Midnight Moon Phase Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,10.7 mm,N/A,N/A,N/A,3,N/A,"black broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,automatic,HW3202,N/A,N/A,N/A,"excentered hours and minutes
retrograde date
moon phase",N/A,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.002 carat)"
HJTQHM29PP011,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p15/platinum-hjtqhm29pp011,N/A,Harry Winston,N/A,N/A,Winston Candy High Jewelry Watch by Harry Winston,N/A,Limited edition: unique piece,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,29.6 x 31.9 mm,N/A,N/A,9.4 mm,N/A,N/A,N/A,3,N/A,"orange beaded mother-of-pearl
orange beaded mother-of-pearl lace",N/A,platinum,N/A,platinum,quartz,HW1051,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            27 brilliant-cut diamonds (approx. 0.16 ct)
12 pear-shaped purple sapphires (approx. 2.44 cts)
12 pear-shaped diamonds (approx. 1.84 cts)
9 pear-shaped pink sapphires (approx. 2.70 cts)
9 pear-shaped yellow sapphires (approx. 2.70 cts)
9 brilliant-cut pink sapphires (approx. 0.54 ct)
9 brilliant-cut yellow sapphires (approx. 0.54 ct)
8 brilliant-cut purple sapphires (approx. 0.48 ct)
2 oval-cut orange spessartites (approx. 1.48 cts)"
MIDAMP42RR004,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-date-moon-phase-automatic-42mm-r2/brown-alligator-leather-midamp42rr004,N/A,Harry Winston,N/A,N/A,Midnight Date Moon Phase Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,10.2 mm,N/A,N/A,N/A,3,N/A,"silver toned
sunray satin-brushed finish
18K gold indexes and Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3203,N/A,N/A,N/A,"excentered hours and minutes
date counter
moon phase",N/A,"Total gem-setting

                            63 brilliant-cut diamonds (approx. 1.15 cts)"
MIDAHM42SET001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-yozora-automatic-42mm-w1/blue-alligator-leather-midahm42set001,N/A,Harry Winston,N/A,N/A,Midnight Yozora Automatic 42mm,N/A,Limited edition: 10 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,8.9 mm,N/A,N/A,N/A,3,N/A,"Urushi natural lacquer
mother-of-pearl
platinum powder
craftsmanship techniques: Raden Bokashi Maki-e",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Japanese arts of Urushi Maki-e & Raden"
MIDABD42RR005,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-big-date-automatic-42mm-r1/brown-alligator-leather-midabd42rr005,N/A,Harry Winston,N/A,N/A,Midnight Big Date Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,10.7 mm,N/A,N/A,N/A,3,N/A,"silver broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3101,N/A,N/A,N/A,"excentered hours and minutes
big date",N/A,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.003 carat)"
HJTQHM29PP007,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p12/platinum-hjtqhm29pp007,N/A,Harry Winston,N/A,N/A,Winston Candy High Jewelry Watch by Harry Winston,N/A,Limited edition: unique piece,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,29.6 x 31.9 mm,N/A,N/A,9.4 mm,N/A,N/A,N/A,3,N/A,"rose beaded mother-of-pearl
rose beaded mother-of-pearl lace",N/A,platinum,N/A,platinum,quartz,HW1051,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            38 brilliant-cut diamonds (approx. 0.75 cts)
18 pear-shaped pink sapphires (approx. 4.63 cts)
15 pear-shaped diamonds (approx. 2.95 cts)
11 brilliant-cut pink tourmalines (approx. 0.55 cts)
9 pear-shaped aquamarines (approx. 1.21 cts)
2 oval-cut pink tourmalines (approx. 1.32 cts)
2 brilliant-cut pink sapphires (approx. 0.12 cts)
2 brilliant-cut aquamarines (approx. 0.08 cts)"
HJTQHM33PP003,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p10/platinum-hjtqhm33pp003,N/A,Harry Winston,N/A,N/A,Winston Candy High Jewelry Watch by Harry Winston,N/A,Limited edition: unique piece,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,33 mm,N/A,N/A,10.94 mm,N/A,N/A,N/A,3,N/A,green mother-of-pearl,N/A,platinum,N/A,platinum,quartz,HW1051,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            74 brilliant-cut diamonds (approx. 0.45 carat)
15 brilliant-cut blue sapphires (approx.1.73 cts)
10 brilliant-cut yellow sapphires (approx.0.91 carat)
8 pear-shaped diamonds (approx. 4.48 cts)
8 brilliant-cut green grenats (approx. 0.78 carat)
8 brilliant-cut turquoises (approx. 1.36 cts)"
MIDABD42WW003,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-big-date-automatic-42mm-w1/black-alligator-leather-midabd42ww003,N/A,Harry Winston,N/A,N/A,Midnight Big Date Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.5 mm,N/A,N/A,10.7 mm,N/A,N/A,N/A,3,N/A,"silver broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,automatic,HW3101,N/A,N/A,N/A,"excentered hours and minutes
big date",N/A,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.003 carat)"
