reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
MIDQMP39RR002,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-moon-phase-39mm-r1/taupe-alligator-leather-midqmp39rr002,,Harry Winston,,,Midnight Moon Phase 39mm,,,,,,,,,,,closed,39 mm,,,8.6 mm,,,,3,,"rosé champagne toned
circular guilloché wave motif
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            161 brilliant-cut diamonds (approx. 1.12 cts)"
MIDABD42WW003,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-big-date-automatic-42mm-w1/black-alligator-leather-midabd42ww003,,Harry Winston,,,Midnight Big Date Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.5 mm,,,10.7 mm,,,,3,,"silver broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",,18K white gold,,18K white gold,automatic,HW3101,,,,"excentered hours and minutes
big date",,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.003 carat)"
MIDAHD36WW001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-automatic-36mm-w1/gray-alligator-leather-midahd36ww001,,Harry Winston,,,Midnight Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,8.7 mm,,,,3,,"silver toned
sunray satin-brushed finish",,18K white gold,,18K white gold,automatic,HW2007,,,,"hours and minutes
date",,"Total gem-setting

                            95 brilliant-cut diamonds (approx. 0.93 carat)"
MIDASS36WW001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-infinity-automatic-36mm-w1/gray-alligator-leather-midass36ww001,,Harry Winston,,,Midnight Infinity Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,8.7 mm,,,,3,,white beaded mother-of-pearl lacework,,18K white gold,,18K white gold,automatic,HW2006,,,,"hours and minutes
small seconds",,"Total gem-setting

                            95 brilliant-cut diamonds (approx. 0.93 carat)"
MIDAHM42SET001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-yozora-automatic-42mm-w1/blue-alligator-leather-midahm42set001,,Harry Winston,,,Midnight Yozora Automatic 42mm,,*Limited edition: 10 pieces,,,,,,,,,"open, sapphire crystal",42.5 mm,,,8.9 mm,,,,3,,"Urushi natural lacquer
mother-of-pearl
platinum powder
craftsmanship techniques: Raden, Bokashi, Maki-e",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Japanese arts of Urushi, Maki-e & Raden"
HJTQHM29PP010,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p16/platinum-hjtqhm29pp010,,Harry Winston,,,Winston Candy High Jewelry Watch by Harry Winston,,*Limited edition: unique piece,,,,,,,,,closed,29.6 x 31.9 mm,,,9.4 mm,,,,3,,"blue beaded mother-of-pearl
blue beaded mother-of-pearl lace",,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            27 brilliant-cut diamonds (approx. 0.16 cts)
24 pear-shaped diamonds (approx. 5.14 cts)
17 brilliant-cut blue sapphires (approx. 1.02 cts)
9 pear-shaped peridots (approx. 1.48 cts)
9 pear-shaped aquamarines (approx. 1.21 cts)
9 brilliant-cut peridots (approx. 0.45 cts)
2 oval-cut blue sapphires (approx. 1.66 cts)"
HJTQHM29PP011,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p15/platinum-hjtqhm29pp011,,Harry Winston,,,Winston Candy High Jewelry Watch by Harry Winston,,*Limited edition: unique piece,,,,,,,,,closed,29.6 x 31.9 mm,,,9.4 mm,,,,3,,"orange beaded mother-of-pearl
orange beaded mother-of-pearl lace",,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            27 brilliant-cut diamonds (approx. 0.16 ct)
12 pear-shaped purple sapphires (approx. 2.44 cts)
12 pear-shaped diamonds (approx. 1.84 cts)
9 pear-shaped pink sapphires (approx. 2.70 cts)
9 pear-shaped yellow sapphires (approx. 2.70 cts)
9 brilliant-cut pink sapphires (approx. 0.54 ct)
9 brilliant-cut yellow sapphires (approx. 0.54 ct)
8 brilliant-cut purple sapphires (approx. 0.48 ct)
2 oval-cut orange spessartites (approx. 1.48 cts)"
HJTQHM33PP001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p8/platinum-hjtqhm33pp001,,Harry Winston,,,Winston Candy High Jewelry Watch by Harry Winston,,*Limited edition: unique piece,,,,,,,,,closed,33 mm,,,10.94 mm,,,,3,,blue mother-of-pearl,,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            74 brilliant-cut diamonds (approx. 0.45 carat)
18 brilliant-cut pink sapphires (approx. 1.72 cts)
14 brilliant-cut tourmalines (approx. 1.30 cts)
9 brilliant-cut blue sapphires (approx. 2.62 cts)
8 pear-shaped diamonds (approx. 4.48 cts)"
HJTQHM29PP009,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p14/platinum-hjtqhm29pp009,,Harry Winston,,,Winston Candy High Jewelry Watch by Harry Winston,,*Limited edition: unique piece,,,,,,,,,closed,29.6 x 31.9 mm,,,9.4 mm,,,,3,,"rose beaded mother-of-pearl
rose beaded mother-of-pearl lace",,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            27 brilliant-cut diamonds (approx. 0.16 cts)
26 brilliant-cut pink sapphires (approx. 1.56 cts)
18 pear-shaped diamonds (approx. 3.68 cts)
12 pear-shaped pink tourmalines (approx. 2.30 cts)
12 pear-shaped aquamarines (approx. 1.60 cts)
 2 oval-cut pink tourmalines (approx. 1.20 cts)"
MIDASS39RR001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-diamond-second-39mm-r1/taupe-alligator-leather-midass39rr001,,Harry Winston,,,Midnight Diamond Second 39mm,,,,,,,,,,,"open, sapphire crystal",39 mm,,,10.6 mm,,,,3,,"rosé champagne toned
sunray satin-brushed finish
Cluster motif",,18K rose gold,,18K rose gold,automatic,HW2201,,,,"excentered hours and minutes
seconds indicator",,"Total gem-setting

                            103 brilliant-cut diamonds (approx. 0.99 carat)"
MIDAMP42WW001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-moon-phase-automatic-42mm-w1/black-alligator-leather-midamp42ww001,,Harry Winston,,,Midnight Moon Phase Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.5 mm,,,10.7 mm,,,,3,,"silver broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",,18K white gold,,18K white gold,automatic,HW3202,,,,"excentered hours and minutes
retrograde date
moon phase",,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.002 carat)"
MIDAMP42RR001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-moon-phase-automatic-42mm-r1/brown-alligator-leather-midamp42rr001,,Harry Winston,,,Midnight Moon Phase Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.5 mm,,,10.7 mm,,,,3,,"silver broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",,18K rose gold,,18K rose gold,automatic,HW3202,,,,"excentered hours and minutes
retrograde date
moon phase",,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.002 carat)"
MIDAMP42RR002,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-moon-phase-automatic-42mm-r2/black-alligator-leather-midamp42rr002,,Harry Winston,,,Midnight Moon Phase Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.5 mm,,,10.7 mm,,,,3,,"black broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",,18K rose gold,,18K rose gold,automatic,HW3202,,,,"excentered hours and minutes
retrograde date
moon phase",,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.002 carat)"
MIDARS42RR001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-retrograde-second-automatic-42mm-r1/brown-alligator-leather-midars42rr001,,Harry Winston,,,Midnight Retrograde Second Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.5 mm,,,10 mm,,,,3,,"rosé champagne toned
sunray satin finish
18K gold indexes and Emerald applique",,18K rose gold,,18K rose gold,automatic,HW2101,,,,"hours and minutes
small retrograde seconds",,
HJTQHM29PP007,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p12/platinum-hjtqhm29pp007,,Harry Winston,,,Winston Candy High Jewelry Watch by Harry Winston,,*Limited edition: unique piece,,,,,,,,,closed,29.6 x 31.9 mm,,,9.4 mm,,,,3,,"rose beaded mother-of-pearl
rose beaded mother-of-pearl lace",,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            38 brilliant-cut diamonds (approx. 0.75 cts)
18 pear-shaped pink sapphires (approx. 4.63 cts)
15 pear-shaped diamonds (approx. 2.95 cts)
11 brilliant-cut pink tourmalines (approx. 0.55 cts)
9 pear-shaped aquamarines (approx. 1.21 cts)
2 oval-cut pink tourmalines (approx. 1.32 cts)
2 brilliant-cut pink sapphires (approx. 0.12 cts)
2 brilliant-cut aquamarines (approx. 0.08 cts)"
HJTQHM33PP004,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p11/platinum-hjtqhm33pp004,,Harry Winston,,,Winston Candy High Jewelry Watch by Harry Winston,,*Limited edition: unique piece,,,,,,,,,closed,33 mm,,,10.94 mm,,,,3,,red mother-of-pearl,,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            74 brilliant-cut diamonds (approx. 0.45 carat)
22 brilliant-cut quartz (approx. 1.15 cts)
11 brilliant-cut red spinels (approx. 1.52 cts)
8 pear-shaped diamonds (approx. 4.48 cts)
8 brilliant-cut turquoises (approx. 1.36 cts)"
MIDABD42RR005,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-big-date-automatic-42mm-r1/brown-alligator-leather-midabd42rr005,,Harry Winston,,,Midnight Big Date Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.5 mm,,,10.7 mm,,,,3,,"silver broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",,18K rose gold,,18K rose gold,automatic,HW3101,,,,"excentered hours and minutes
big date",,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.003 carat)"
HJTQHM29PP008,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p13/platinum-hjtqhm29pp008,,Harry Winston,,,Winston Candy High Jewelry Watch by Harry Winston,,*Limited edition: unique piece,,,,,,,,,closed,29.6 x 31.9 mm,,,9.4 mm,,,,3,,"red beaded mother-of-pearl
red beaded mother-of-pearl lace",,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            27 pear-shaped pink sapphires (approx. 6.38 cts)
27 brilliant-cut diamonds (approx. 0.16 ct)
17 brilliant-cut pink sapphires (approx. 1.02 cts)
15 pear-shaped diamonds (approx. 2.95 cts)
9 brilliant-cut rubies (approx. 0.54 ct)
2 oval-cut rubies (approx. 2.04 cts)"
MIDASS36RR001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-infinity-automatic-36mm-r1/taupe-alligator-leather-midass36rr001,,Harry Winston,,,Midnight Infinity Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,8.7 mm,,,,3,,white beaded mother-of-pearl lacework,,18K rose gold,,18K rose gold,automatic,HW2006,,,,"hours and minutes
small seconds",,"Total gem-setting

                            95 brilliant-cut diamonds (approx. 0.93 carat)"
HJTQHM33PP002,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p9/platinum-hjtqhm33pp002,,Harry Winston,,,Winston Candy High Jewelry Watch by Harry Winston,,*Limited edition: unique piece,,,,,,,,,closed,33 mm,,,10.94 mm,,,,3,,blue mother-of-pearl,,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            74 brilliant-cut diamonds (approx. 0.45 carat)
33 brilliant-cut blue sapphires (approx. 3.46 cts)
8 pear-shaped diamonds (approx. 4.48 cts)
8 brilliant-cut turquoises (approx. 1.36 cts)"
MIDQMP39WW002,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-moon-phase-39mm-w1/taupe-alligator-leather-midqmp39ww002,,Harry Winston,,,Midnight Moon Phase 39mm,,,,,,,,,,,closed,39 mm,,,8.6 mm,,,,3,,"silver toned
circular guilloché wave motif
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            161 brilliant-cut diamonds (approx. 1.12 cts)"
MIDAHD42RR002,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-automatic-42mm-r1/brown-alligator-leather-midahd42rr002,,Harry Winston,,,Midnight Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.5 mm,,,8.9 mm,,,,3,,"silver toned
sunray satin-brushed finish
18K gold numerals, indexes and Emerald applique",,18K rose gold,,18K rose gold,automatic,HW2003,,,,"hours, minutes and seconds
date",,
MIDAMP42WW002,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-moon-phase-automatic-42mm-w2/black-alligator-leather-midamp42ww002,,Harry Winston,,,Midnight Moon Phase Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.5 mm,,,10.7 mm,,,,3,,"black broad snail-finish
sunray satin finish
fine snail-finish
18K gold Emerald applique",,18K white gold,,18K white gold,automatic,HW3202,,,,"excentered hours and minutes
retrograde date
moon phase",,"Total gem-setting

                            1 brilliant-cut diamond (approx. 0.002 carat)"
MIDASS39WW001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-diamond-second-39mm-w1/taupe-alligator-leather-midass39ww001,,Harry Winston,,,Midnight Diamond Second 39mm,,,,,,,,,,,"open, sapphire crystal",39 mm,,,10.6 mm,,,,3,,"silver toned
sunray satin-brushed finish
Cluster motif",,18K white gold,,18K white gold,automatic,HW2201,,,,"excentered hours and minutes
seconds indicator",,"Total gem-setting

                            103 brilliant-cut diamonds (approx. 0.99 carat)"
MIDARS42WW001,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-retrograde-second-automatic-42mm-w1/black-alligator-leather-midars42ww001,,Harry Winston,,,Midnight Retrograde Second Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.5 mm,,,10 mm,,,,3,,"silver toned
sunray satin finish
18K gold indexes and Emerald applique",,18K white gold,,18K white gold,automatic,HW2101,,,,"hours and minutes
small retrograde seconds",,
MIDAHD42WW004,https://www.harrywinston.com/en/products/harry-winston-midnight-collection/midnight-automatic-42mm-w1/black-alligator-leather-midahd42ww004,,Harry Winston,,,Midnight Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.5 mm,,,8.9 mm,,,,3,,"silver toned
sunray satin-brushed finish
18K gold numerals, indexes and Emerald applique",,18K white gold,,18K white gold,automatic,HW2003,,,,"hours, minutes and seconds
date",,
HJTQHM33PP003,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/winston-candy-high-jewelry-watch-by-harry-winston-p10/platinum-hjtqhm33pp003,,Harry Winston,,,Winston Candy High Jewelry Watch by Harry Winston,,*Limited edition: unique piece,,,,,,,,,closed,33 mm,,,10.94 mm,,,,3,,green mother-of-pearl,,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            74 brilliant-cut diamonds (approx. 0.45 carat)
15 brilliant-cut blue sapphires (approx.1.73 cts)
10 brilliant-cut yellow sapphires (approx.0.91 carat)
8 pear-shaped diamonds (approx. 4.48 cts)
8 brilliant-cut green grenats (approx. 0.78 carat)
8 brilliant-cut turquoises (approx. 1.36 cts)"
HJTQHM28PP001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/tete-a-tete-by-harry-winston-p1/platinum-hjtqhm28pp001,,Harry Winston,,,Tête-à-Tête by Harry Winston,,,,,,,,,,,closed,23 x 21 mm,,,6.5 mm,,,,3,,diamond setting,,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            474 brilliant-cut diamonds (approx. 18.54 cts)176 baguette-cut diamonds (approx. 21.52 cts)"
HJTQHM18PP013,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/precious-emerald-by-harry-winston-p5/platinum-hjtqhm18pp013,,Harry Winston,,,Precious Emerald by Harry Winston,,,,,,,,,,,closed,17.5 x 17.5 mm,,,6.1 mm,,,,3,,"white beaded mother-of-pearl
18K gold Emerald applique",,platinum,,platinum,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            136 marquise diamonds (approx. 14.95 cts)
28 brilliant-cut diamonds (approx. 0.24 carat)"
HJTQHM32WW002,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/ultimate-emerald-signature-by-harry-winston-w4/turquoise-satin-hjtqhm32ww002,,Harry Winston,,,Ultimate Emerald Signature by Harry Winston,,,,,,,,,,,closed,32 x 46 mm,,,11.8 mm,,,,3,,gem-setting,,18K white gold,,18K white gold,quartz,HW1051,,,,hours and minutes,,"Total gem-setting

                            233 brilliant-cut diamonds (approx. 1.07 cts)
98 brilliant-cut Paraíba tourmalines (approx. 0.29 carat)
38 baguette-cut diamonds (approx. 1.24 cts)
24 marquise-cut diamonds (approx. 6.29 cts)
1 emerald-cut Paraíba tourmaline (approx. 0.80 carat)"
